Tittle,Link,Thumbnail,Sapo,Category,Source,Release_time
Giá USD hôm nay 4.6.2022: Thị trường tự do ‘bật’ tăng mạnh,https://thanhnien.vn/gia-usd-hom-nay-4-6-2022-thi-truong-tu-do-bat-tang-manh-post1465370.html,https://image.thanhnien.vn/150x100/Uploaded/2022/cqjwqgdjw/2022_03_16/cnt05401-2150.jpg,Giá USD trên thị trường tự do ngày 4.6 tăng mạnh sau 4 ngày sụt giảm. Ngược chiều với giá đồng bạc xanh trong ngân hàng giảm nhẹ.,kinh tế,thanhnien.vn,4/6/2022 8:38
Săn nhà phố thương mại trung tâm thành phố với giá chỉ bằng giá căn hộ,https://thanhnien.vn/san-nha-pho-thuong-mai-trung-tam-thanh-pho-voi-gia-chi-bang-gia-can-ho-post1465218.html,https://image.thanhnien.vn/150x100/Uploaded/2022/puqgfdmzs-co/2022_06_03/1-mega-royal-city-9300.png,"Khi giá căn hộ ở thị trường sơ cấp do chủ đầu tư bán ra tăng quá nhanh, cơ hội cho nhà đầu tư dần hẹp lại, dòng sản phẩm nhà phố thương mại có mức giá “mềm” trở thành sự lựa chọn hàng đầu của giới đầu tư.",kinh tế,thanhnien.vn,4/6/2022 8:00
"Trái cây ngập chợ, sức mua yếu",https://thanhnien.vn/trai-cay-ngap-cho-suc-mua-yeu-post1465108.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wsxrxqeiod/2022_06_03/trai-cay-5735.jpg,"Thời điểm hiện tại nhiều vùng sản xuất trên cả nước đã vào vụ thu hoạch rộ trái cây, bên cạnh đó nguồn trái cây ngoại nhập cũng đang tràn về khiến giá bán không nhích lên được.",kinh tế,thanhnien.vn,4/6/2022 7:13
Bao giờ TP.HCM hết ngập?,https://thanhnien.vn/bao-gio-tp-hcm-het-ngap-post1465107.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wsxrxqeiod/2022_06_03/het-ngap-1493.jpg,"Loay hoay suốt 2 thập kỷ, để nước ""cuốn trôi"" hàng tỉ USD nhưng TP.HCM vẫn chưa tìm ra lời giải cho câu hỏi “bao giờ hết ngập?”.",kinh tế,thanhnien.vn,4/6/2022 7:12
Mưa lớn bất thường ngày càng nhiều,https://thanhnien.vn/mua-lon-bat-thuong-ngay-cang-nhieu-post1465106.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wsxrxqeiod/2022_06_03/mua-lon-8931.jpg,Sau Hà Nội lại đến TP.HCM ngập nặng vì những cơn mưa lớn bất thường xuất hiện ngày càng nhiều.,kinh tế,thanhnien.vn,4/6/2022 7:11
Tận dụng lợi thế xe máy để giảm ùn tắc giao thông?,https://thanhnien.vn/tan-dung-loi-the-xe-may-de-giam-un-tac-giao-thong-post1465308.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_03/551255-ket-xe-tren-duong-cong-hoa-q-tan-binh-tp-hcm-chieu-9-5595.jpg,"Từng bị coi là “thủ phạm” gây kẹt xe tại TP.HCM, song, các chuyên gia cho rằng có thể “lấy độc trị độc”, tận dụng những lợi thế của loại phương tiện này để giải bài toán ùn tắc giao thông.",kinh tế,thanhnien.vn,4/6/2022 7:09
Thị trường bất động sản hụt vốn,https://thanhnien.vn/thi-truong-bat-dong-san-hut-von-post1465317.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_03/von-bat-dong-san-6976.jpg,Nguồn vốn vào thị trường bất động sản những tháng gần đây sụt giảm mạnh không những từ hệ thống tín dụng mà cả kênh trái phiếu doanh nghiệp.,kinh tế,thanhnien.vn,4/6/2022 7:08
Cân nhắc với điện hạt nhân,https://thanhnien.vn/can-nhac-voi-dien-hat-nhan-post1465335.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_04/551298-dien-thuan-bac-1-754.jpg,"Việc có đại biểu Quốc hội đề xuất xóa quy hoạch điện hạt nhân Ninh Thuận đang dấy lên nhiều lo ngại về việc điện hạt nhân khó có cơ hội quay lại, trong khi việc phát triển các nguồn điện thời gian qua gặp không ít thách thức.",kinh tế,thanhnien.vn,4/6/2022 7:07
Nhiều nước xây thêm nhà máy điện hạt nhân,https://thanhnien.vn/nhieu-nuoc-xay-them-nha-may-dien-hat-nhan-post1465336.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_04/toan-canh-nha-may-dien-hat-nhan-gundremmingen-o-gundremmingen-mien-nam-duc-ngay-26-2-2021-anh-afp-5285.jpg,"Sau sự cố xảy ra tại nhà máy điện hạt nhân Fukushima Daiichi (Nhật Bản) cách đây hơn 11 năm (3.2011), đã có nhiều lo ngại về tương lai phát triển điện hạt nhân tại nhiều nước trên thế giới.",kinh tế,thanhnien.vn,4/6/2022 7:05
"AVAKids ‘khởi động’ với 50 cửa hàng, đặt tham vọng số 1 thị trường",https://thanhnien.vn/avakids-khoi-dong-voi-50-cua-hang-dat-tham-vong-so-1-thi-truong-post1465182.html,https://image.thanhnien.vn/150x100/Uploaded/2022/puqgfdmzs-co/2022_06_03/1-avakids-png-6415.jpg,"Đó là khẳng định của ông Đoàn Văn Hiểu Em, Tổng giám đốc Công ty CP Thế Giới Di Động bởi 50 shop mới chỉ là điểm khởi đầu cho những cột mốc chinh phục tiếp theo. Là tân binh, AVAKids dường như đang chạy với tốc lực của một chiếc xe F1 nhằm đuổi kịp các nhà bán lẻ đã đi trước rất nhiều năm và chinh phục thành công thị trường mẹ và bé.",kinh tế,thanhnien.vn,3/6/2022 20:00
Huawei nỗ lực số hóa cho ngành tài chính toàn cầu,https://thanhnien.vn/huawei-no-luc-so-hoa-cho-nganh-tai-chinh-toan-cau-post1465192.html,https://image.thanhnien.vn/150x100/Uploaded/2022/puqgfdmzs-co/2022_06_03/1-huawei-8694.jpg,"Nhờ xu hướng chuyển đổi số tiếp tục bùng nổ mạnh mẽ, mảng kinh doanh giải pháp doanh nghiệp của Huawei cũng tăng trưởng nhanh chóng, tạo ra doanh thu 16,08 tỉ USD trong năm 2021 với những dấu ấn riêng trên hệ thống tài chính thế giới.",kinh tế,thanhnien.vn,3/6/2022 20:00
Chung Hân Đồng không còn muốn yêu trai trẻ,https://thanhnien.vn/chung-han-dong-khong-con-muon-yeu-trai-tre-post1467725.html,https://image.thanhnien.vn/150x100/Uploaded/2022/abfluao/2022_06_11/4-2327.jpeg,"Sau cuộc hôn nhân đổ vỡ với bác sĩ Lại Hoằng Quốc, Chung Hân Đồng Thừa nhận cô không còn hứng thú với đàn ông kém tuổi. Nữ diễn viên mong tìm được một nửa đích thực trong tương lai.",giải trí,thanhnien.vn,11/6/2022 18:03
"Tài tử ‘Crazy Rich Asians’ đóng phim hành động có Charlize Theron, Ngô Thanh Vân",https://thanhnien.vn/tai-tu-crazy-rich-asians-dong-phim-hanh-dong-co-charlize-theron-ngo-thanh-van-post1467706.html,https://image.thanhnien.vn/150x100/Uploaded/2022/abfluao/2022_06_11/h4-2578.jpeg,"Theo Variety, Netflix vừa xác nhận ngôi sao gốc Á Henry Golding cùng minh tinh Uma Thurman tham gia The Old Guard 2. Hai gương mặt mới được kỳ vọng sẽ tạo nên những tình tiết hấp dẫn trong bộ phim về những chiến binh bất tử.",giải trí,thanhnien.vn,11/6/2022 15:36
Nhóm nhạc Kpop tuyển thành viên mới ở Việt Nam,https://thanhnien.vn/nhom-nhac-kpop-tuyen-thanh-vien-moi-o-viet-nam-post1467695.html,https://image.thanhnien.vn/150x100/Uploaded/2022/zxaijr/2022_06_11/ncttuyenthanhvienvietnam3-1585.jpg,Công ty giải trí hàng đầu Kpop SM Entertainment thông báo sẽ tổ chức tuyển chọn các thành viên mới cho nhóm nhạc nam NCT. Một trong những địa điểm mà “ông lớn” này nhắm đến là TP.HCM của Việt Nam.,giải trí,thanhnien.vn,11/6/2022 15:33
Đoàn Hồng Trang diện bikini 'bốc lửa' trước thềm chung kết Miss Global 2022,https://thanhnien.vn/doan-hong-trang-dien-bikini-boc-lua-truoc-them-chung-ket-miss-global-2022-post1467711.html,https://image.thanhnien.vn/150x100/Uploaded/2022/mftum/2022_06_11/doan-hong-trang-6-4676.png,"Trước thềm chung kết Miss Global 2022, người đẹp Đoàn Hồng Trang hé lộ khoảnh khắc rạng rỡ trong bộ ảnh gợi cảm. Chân dài đại diện Việt Nam hy vọng mang đến thành tích tốt tại cuộc thi.",giải trí,thanhnien.vn,11/6/2022 15:30
"Thanh Hà mặc cảm suốt 4 năm vì béo phì, tiết lộ giảm cân nhờ tình yêu",https://thanhnien.vn/thanh-ha-mac-cam-suot-4-nam-vi-beo-phi-tiet-lo-giam-can-nho-tinh-yeu-post1467688.html,https://image.thanhnien.vn/150x100/Uploaded/2022/noktzn/2022_06_11/472a9191-1756.jpg,"Tối 10.6, đêm nhạc Có nhau có cả thế giớicủa Phương Uyên và Thanh Hà diễn ra tại TP.HCM. Cả hai đã dẫn dắt khán giả qua nhiều cung bậc cảm xúc và những câu chuyện thú vị được chia sẻ trong suốt chương trình.",giải trí,thanhnien.vn,11/6/2022 15:27
Amber Heard lần đầu lộ diện sau khi thua kiện Johnny Depp,https://thanhnien.vn/amber-heard-lan-dau-lo-dien-sau-khi-thua-kien-johnny-depp-post1467683.html,https://image.thanhnien.vn/150x100/Uploaded/2022/abfluao/2022_06_11/1-4872.jpeg,"Hơn 1 tuần sau khi kết thúc vụ kiện với chồng cũ, Amber Heard tham gia các cuộc họp ở New York. Cô di chuyển bằng máy bay tư nhân và được hộ tống bởi em gái cùng vệ sĩ riêng.",giải trí,thanhnien.vn,11/6/2022 15:19
Angelina Jolie tái xuất làm đạo diễn,https://thanhnien.vn/angelina-jolie-tai-xuat-lam-dao-dien-post1467676.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_11/angie-02-3100.jpg,Minh tinh Angelina Jolie quay trở lại làm đạo diễn sau 5 năm kể từ First they killed my father (2017). Bộ phim mới của nữ diễn viên mang tên Without Blood.,giải trí,thanhnien.vn,11/6/2022 15:17
Cận cảnh đám cưới màu hồng của Britney Spears,https://thanhnien.vn/can-canh-dam-cuoi-mau-hong-cua-britney-spears-post1467604.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_11/britney-spears-4-9361.jpg,"Hôn lễ của Britney Spears và Sam Asghari được tổ chức ấm cúng nhưng không kém phần lãng mạn. Nhiều ngôi sao hạng A như Paris Hilton, Madonna, Selena Gomez… cũng có mặt để chúc phúc cho “công chúa nhạc pop”.",giải trí,thanhnien.vn,11/6/2022 11:34
Hoa hậu Tiểu Vy òa khóc nức nở trước mặt Trường Giang,https://thanhnien.vn/hoa-hau-tieu-vy-oa-khoc-nuc-no-truoc-mat-truong-giang-post1467613.html,https://image.thanhnien.vn/150x100/Uploaded/2022/noktzn/2022_06_11/vtr-4904-5271.jpg,"Tham gia chương trình Ơn giời cậu đây rồi, Hoa hậu Tiểu Vy đã khiến khán giả tại trường quay, Trường Giang cũng như MC Đại Nghĩa ngỡ ngàng về cách xử lý tình huống của mình.",giải trí,thanhnien.vn,11/6/2022 11:24
'Hoa khôi công nghệ' Hoa hậu Hoàn vũ Việt Nam đưa sáng kiến minh bạch từ thiện,https://thanhnien.vn/hoa-khoi-cong-nghe-hoa-hau-hoan-vu-viet-nam-dua-sang-kien-minh-bach-tu-thien-post1467605.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_11/dsc-0780-7952.jpg,"Với dự án đưa ứng dụng Blockchain vào hoạt động thiện nguyện nhằm đảm bảo sự minh bạch, Phạm Hoàng Thu Uyên đặt kỳ vọng giành chiến thắng phần thi Người đẹp bản lĩnh tại Miss Universe Vietnam 2022.",giải trí,thanhnien.vn,11/6/2022 11:20
Phản ứng của hot girl Đô Mỹ Trúc về phiên xử của Ngô Diệc Phàm,https://thanhnien.vn/phan-ung-cua-hot-girl-do-my-truc-ve-phien-xu-cua-ngo-diec-pham-post1467601.html,https://image.thanhnien.vn/150x100/Uploaded/2022/zxaijr/2022_06_11/ngodiecphamxetxukindomytruc1-7999.png,"Hôm 10.6, phiên tòa xét xử Ngô Diệc Phàm đã diễn ra kín đáo để bảo vệ quyền riêng tư của các nạn nhân. Hot girl Đô Mỹ Trúc cũng được cho là có động thái phản hồi về phiên tòa lần này.",giải trí,thanhnien.vn,11/6/2022 10:46
Đen Vâu gây tò mò khi giới thiệu ca khúc mới,https://thanhnien.vn/den-vau-gay-to-mo-khi-gioi-thieu-ca-khuc-moi-post1467583.html,https://image.thanhnien.vn/150x100/Uploaded/2022/znetns/2022_06_11/den-vau-3-350.jpg,"Sau những ồn ào về ca khúc Đi trong mùa hè, Đen Vâu trở lại với hình ảnh trữ tình và mộc mạc với ca khúc Ai muốn nghe không?.",giải trí,thanhnien.vn,11/6/2022 9:49
"Vượt 'đàn chị' Twice, Aespa lập kỷ lục mới",https://thanhnien.vn/vuot-dan-chi-twice-aespa-lap-ky-luc-moi-post1467558.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_11/01-5423.jpeg,"Album chuẩn bị ra mắt của Aespa đạt số lượng đặt hàng trước cao thứ hai trong lịch sử các nhóm nhạc nữ Kpop, chỉ sau BlackPink.",giải trí,thanhnien.vn,11/6/2022 9:45
Võ Hạ Trâm giải thích vụ 'mất tích' sau đám cưới với chồng Ấn Độ,https://thanhnien.vn/vo-ha-tram-giai-thich-vu-mat-tich-sau-dam-cuoi-voi-chong-an-do-post1467532.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_11/vo-ha-tram-talk-3-8598.jpg,"'Bản thân tôi chưa bao giờ có khái niệm chồng nuôi. Tôi chỉ cảm thấy an tâm và an toàn nếu như tôi được làm việc và có một khoản tài chính riêng của mình', Võ Hạ Trâm khẳng định.",giải trí,thanhnien.vn,11/6/2022 8:25
Bùi Lan Hương hạnh phúc khi vai diễn trong ‘Em và Trịnh’ được yêu mến,https://thanhnien.vn/bui-lan-huong-hanh-phuc-khi-vai-dien-trong-em-va-trinh-duoc-yeu-men-post1467490.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_10/kdn00216-9728.jpg,"Sau hai buổi công chiếu Em và Trịnh, Bùi Lan Hương nhận được vô số lời khen ngợi khi vào vai danh ca Khánh Ly. Giọng ca Ngày chưa giông bão cho biết cô hạnh phúc khi vai diễn đầu tay được mọi người đón nhận.",giải trí,thanhnien.vn,10/6/2022 22:00
"Cô gái cao 1,79m có nét giống Phạm Hương gây chú ý tại Miss Universe Vietnam",https://thanhnien.vn/co-gai-cao-1-79m-co-net-giong-pham-huong-gay-chu-y-tai-miss-universe-vietnam-post1467489.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/hoang-thi-nhung-4-5309.jpg,"Hoàng Thị Nhung được khán giả đánh giá cao tại Hoa hậu Hoàn vũ Việt Nam 2022 (Miss Universe Vietnam) bởi hình thể nóng bỏng, nhan sắc có nét giống với đàn chị Phạm Hương. ",giải trí,thanhnien.vn,10/6/2022 21:55
Hoa hậu Tiểu Vy òa khóc nức nở trước mặt Trường Giang,https://thanhnien.vn/hoa-hau-tieu-vy-oa-khoc-nuc-no-truoc-mat-truong-giang-post1467613.html,https://image.thanhnien.vn/150x100/Uploaded/2022/noktzn/2022_06_11/vtr-4904-5271.jpg,"Tham gia chương trình Ơn giời cậu đây rồi, Hoa hậu Tiểu Vy đã khiến khán giả tại trường quay, Trường Giang cũng như MC Đại Nghĩa ngỡ ngàng về cách xử lý tình huống của mình.",giải trí,thanhnien.vn,11/6/2022 11:24
'Hoa khôi công nghệ' Hoa hậu Hoàn vũ Việt Nam đưa sáng kiến minh bạch từ thiện,https://thanhnien.vn/hoa-khoi-cong-nghe-hoa-hau-hoan-vu-viet-nam-dua-sang-kien-minh-bach-tu-thien-post1467605.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_11/dsc-0780-7952.jpg,"Với dự án đưa ứng dụng Blockchain vào hoạt động thiện nguyện nhằm đảm bảo sự minh bạch, Phạm Hoàng Thu Uyên đặt kỳ vọng giành chiến thắng phần thi Người đẹp bản lĩnh tại Miss Universe Vietnam 2022.",giải trí,thanhnien.vn,11/6/2022 11:20
Phản ứng của hot girl Đô Mỹ Trúc về phiên xử của Ngô Diệc Phàm,https://thanhnien.vn/phan-ung-cua-hot-girl-do-my-truc-ve-phien-xu-cua-ngo-diec-pham-post1467601.html,https://image.thanhnien.vn/150x100/Uploaded/2022/zxaijr/2022_06_11/ngodiecphamxetxukindomytruc1-7999.png,"Hôm 10.6, phiên tòa xét xử Ngô Diệc Phàm đã diễn ra kín đáo để bảo vệ quyền riêng tư của các nạn nhân. Hot girl Đô Mỹ Trúc cũng được cho là có động thái phản hồi về phiên tòa lần này.",giải trí,thanhnien.vn,11/6/2022 10:46
Đen Vâu gây tò mò khi giới thiệu ca khúc mới,https://thanhnien.vn/den-vau-gay-to-mo-khi-gioi-thieu-ca-khuc-moi-post1467583.html,https://image.thanhnien.vn/150x100/Uploaded/2022/znetns/2022_06_11/den-vau-3-350.jpg,"Sau những ồn ào về ca khúc Đi trong mùa hè, Đen Vâu trở lại với hình ảnh trữ tình và mộc mạc với ca khúc Ai muốn nghe không?.",giải trí,thanhnien.vn,11/6/2022 9:49
"Vượt 'đàn chị' Twice, Aespa lập kỷ lục mới",https://thanhnien.vn/vuot-dan-chi-twice-aespa-lap-ky-luc-moi-post1467558.html,https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_11/01-5423.jpeg,"Album chuẩn bị ra mắt của Aespa đạt số lượng đặt hàng trước cao thứ hai trong lịch sử các nhóm nhạc nữ Kpop, chỉ sau BlackPink.",giải trí,thanhnien.vn,11/6/2022 9:45
Võ Hạ Trâm giải thích vụ 'mất tích' sau đám cưới với chồng Ấn Độ,https://thanhnien.vn/vo-ha-tram-giai-thich-vu-mat-tich-sau-dam-cuoi-voi-chong-an-do-post1467532.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_11/vo-ha-tram-talk-3-8598.jpg,"'Bản thân tôi chưa bao giờ có khái niệm chồng nuôi. Tôi chỉ cảm thấy an tâm và an toàn nếu như tôi được làm việc và có một khoản tài chính riêng của mình', Võ Hạ Trâm khẳng định.",giải trí,thanhnien.vn,11/6/2022 8:25
Bùi Lan Hương hạnh phúc khi vai diễn trong ‘Em và Trịnh’ được yêu mến,https://thanhnien.vn/bui-lan-huong-hanh-phuc-khi-vai-dien-trong-em-va-trinh-duoc-yeu-men-post1467490.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_10/kdn00216-9728.jpg,"Sau hai buổi công chiếu Em và Trịnh, Bùi Lan Hương nhận được vô số lời khen ngợi khi vào vai danh ca Khánh Ly. Giọng ca Ngày chưa giông bão cho biết cô hạnh phúc khi vai diễn đầu tay được mọi người đón nhận.",giải trí,thanhnien.vn,10/6/2022 22:00
"Cô gái cao 1,79m có nét giống Phạm Hương gây chú ý tại Miss Universe Vietnam",https://thanhnien.vn/co-gai-cao-1-79m-co-net-giong-pham-huong-gay-chu-y-tai-miss-universe-vietnam-post1467489.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/hoang-thi-nhung-4-5309.jpg,"Hoàng Thị Nhung được khán giả đánh giá cao tại Hoa hậu Hoàn vũ Việt Nam 2022 (Miss Universe Vietnam) bởi hình thể nóng bỏng, nhan sắc có nét giống với đàn chị Phạm Hương. ",giải trí,thanhnien.vn,10/6/2022 21:55
Nhạc sĩ Nguyễn Văn Chung: Tôi mất ngủ suốt 6 tháng hậu ly hôn,https://thanhnien.vn/nhac-si-nguyen-van-chung-toi-mat-ngu-suot-6-thang-hau-ly-hon-post1467430.html,https://image.thanhnien.vn/150x100/Uploaded/2022/znetns/2022_06_10/nguyen-van-chung-7562.jpg,Áp lực khi không thể giữ cho con được một gia đình hạnh phúc cùng với việc phải trả một khoản nợ lớn khiến Nguyễn Văn Chung gần như rơi vào bế tắc hậu ly hôn. ,giải trí,thanhnien.vn,10/6/2022 21:40
Tranh cãi chuyện Nayeon (Twice) bị so sánh với Jennie (BlackPink),https://thanhnien.vn/tranh-cai-chuyen-nayeon-twice-bi-so-sanh-voi-jennie-blackpink-post1467458.html,https://image.thanhnien.vn/150x100/Uploaded/2022/lxwpcqjwp/2022_06_10/2-524.jpg,"Sau khi Nayeon (Twice) phát hành ảnh teaser cho ca khúc solo đầu tay, nữ thần tượng bất ngờ bị dân mạng so sánh với thành viên Jennie của BlackPink.",giải trí,thanhnien.vn,10/6/2022 18:53
"Quang Lê lên tiếng về tin đồn hẹn hò Hà Thành Xuân, từng cưới Mai Thiên Vân",https://thanhnien.vn/quang-le-len-tieng-ve-tin-don-hen-ho-ha-thanh-xuan-tung-cuoi-mai-thien-van-post1467445.html,https://image.thanhnien.vn/150x100/Uploaded/2022/noktzn/2022_06_10/quang-le-5926.jpg,Quang Lê khẳng định mình và Hà Thanh Xuân không hề có chuyện yêu nhau như khán giả lầm tưởng. Anh cũng phủ nhận tin đồn từng làm đám cưới với Mai Thiên Vân trước đây.,giải trí,thanhnien.vn,10/6/2022 17:54
Quyền Linh nhói lòng khi Quốc Thiên hối hận vì không đón Tết cuối cùng với mẹ,https://thanhnien.vn/quyen-linh-nhoi-long-khi-quoc-thien-hoi-han-vi-khong-don-tet-cuoi-cung-voi-me-post1467411.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/quyen-linh-5-5817.jpg,"Trong chương trình Hát cho ngày mai, Quốc Thiên xúc động bày tỏ tình cảm dành cho người mẹ đã khuất khiến Quyền Linh xót xa.",giải trí,thanhnien.vn,10/6/2022 16:00
Miss Universe 2021 làm giám khảo chung kết 'Hoa hậu Hoàn vũ Việt Nam',https://thanhnien.vn/miss-universe-2021-lam-giam-khao-chung-ket-hoa-hau-hoan-vu-viet-nam-post1467386.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/harnaaz-2-5909.jpg,Mỹ nhân Ấn Độ - Harnaaz Sandhu sẽ có mặt tại chung kết Hoa hậu Hoàn vũ Việt Nam 2022 để tìm kiếm cô gái xứng đáng cho ngôi vị cao nhất.,giải trí,thanhnien.vn,10/6/2022 15:51
Con gái Ngọc Huyền gây sốt với nhan sắc xinh đẹp ở tuổi 18,https://thanhnien.vn/con-gai-ngoc-huyen-gay-sot-voi-nhan-sac-xinh-dep-o-tuoi-18-post1467352.html,https://image.thanhnien.vn/150x100/Uploaded/2022/mftum/2022_06_10/graduation-celebration-7173.png,"Không chỉ sở hữu nhan sắc xinh đẹp, con gái Ngọc Huyền còn yêu nghệ thuật và có thành tích học tập 'khủng'.",giải trí,thanhnien.vn,10/6/2022 15:49
Kiều nữ làng hài Rebel Wilson công khai người yêu đồng giới,https://thanhnien.vn/kieu-nu-lang-hai-rebel-wilson-cong-khai-nguoi-yeu-dong-gioi-post1467369.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_10/rebel-wilson-3874.png,Diễn viên hài Rebel Wilson gây bất ngờ khi công khai bạn gái mới Ramona Agruma sau một năm chia tay nam doanh nhân Jacob Busch.,giải trí,thanhnien.vn,10/6/2022 13:41
Thanh Hà tự nhận là 'người em sầu muộn' bên cạnh Phương Uyên,https://thanhnien.vn/thanh-ha-tu-nhan-la-nguoi-em-sau-muon-ben-canh-phuong-uyen-post1467310.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/dat1017-7241.jpg,"Trong dự án âm nhạc mới, Thanh Hà được giao trọng trách hát bài buồn. Cô nhận mình là 'người em sầu muộn' bên Phương Uyên.",giải trí,thanhnien.vn,10/6/2022 12:47
Kiều nữ làng hài Rebel Wilson công khai người yêu đồng giới,https://thanhnien.vn/kieu-nu-lang-hai-rebel-wilson-cong-khai-nguoi-yeu-dong-gioi-post1467369.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_10/rebel-wilson-3874.png,Diễn viên hài Rebel Wilson gây bất ngờ khi công khai bạn gái mới Ramona Agruma sau một năm chia tay nam doanh nhân Jacob Busch.,giải trí,thanhnien.vn,10/6/2022 13:41
Thanh Hà tự nhận là 'người em sầu muộn' bên cạnh Phương Uyên,https://thanhnien.vn/thanh-ha-tu-nhan-la-nguoi-em-sau-muon-ben-canh-phuong-uyen-post1467310.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/dat1017-7241.jpg,"Trong dự án âm nhạc mới, Thanh Hà được giao trọng trách hát bài buồn. Cô nhận mình là 'người em sầu muộn' bên Phương Uyên.",giải trí,thanhnien.vn,10/6/2022 12:47
Britney Spears bị chồng cũ đến phá đám cưới,https://thanhnien.vn/britney-spears-bi-chong-cu-den-pha-dam-cuoi-post1467309.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_10/britney-8835.png,Jason Alexander - chồng cũ của Britney Spears đã đột nhập trái phép và phá bĩnh đám cưới của ngôi sao ca nhạc khiến cảnh sát địa phương phải can thiệp.,giải trí,thanhnien.vn,10/6/2022 12:41
'Decision to leave' của Thang Duy ấn định lịch chiếu tại Việt Nam,https://thanhnien.vn/decision-to-leave-cua-thang-duy-an-dinh-lich-chieu-tai-viet-nam-post1467333.html,https://image.thanhnien.vn/150x100/Uploaded/2022/tnabtw/2022_06_10/des-02-3556.jpg,"Sau khi được giới thiệu rầm rộ tại Liên hoan phim Cannes, bộ phim Decision to leave do 'mỹ nhân cảnh nóng' Thang Duy đóng chính đã ấn định lịch chiếu tại Việt Nam. ",giải trí,thanhnien.vn,10/6/2022 12:32
"Lý Nhã Kỳ 'chất vấn' doanh nhân 'gọi vốn' 30 triệu khi đang gánh nợ 1,8 tỉ",https://thanhnien.vn/ly-nha-ky-chat-van-doanh-nhan-goi-von-30-trieu-khi-dang-ganh-no-1-8-ti-post1467322.html,https://image.thanhnien.vn/150x100/Uploaded/2022/mftum/2022_06_10/ly-nha-ky-1-5348.jpg,"Lý Nhã Kỳ bất ngờ trước hai người phụ nữ nghị lực đến gọi vốn trong tập 2 Giàu cùng mợ chảnh. Đặc biệt, hoàn cảnh nợ nần chồng chất của bà mẹ một con Chí Tâm khiến nữ diễn viên xúc động.",giải trí,thanhnien.vn,10/6/2022 12:28
Hứa Minh Đạt: Tôi không tủi hổ khi Lâm Vỹ Dạ nổi tiếng hơn,https://thanhnien.vn/hua-minh-dat-toi-khong-tui-ho-khi-lam-vy-da-noi-tieng-hon-post1467234.html,https://image.thanhnien.vn/150x100/Uploaded/2022/drkxrvyxqx/2022_06_10/hua-minh-dat-4-9052.jpg,Hứa Minh Đạt thừa nhận không tủi hổ khi vợ nổi tiếng hơn. Anh khẳng định: 'Mục đích hướng đến của chúng tôi là gia đình'.,giải trí,thanhnien.vn,10/6/2022 10:20
‘Lối nhỏ vào đời’ tập 3: Dũng lại bị cô Hà ‘kết tội’?,https://thanhnien.vn/loi-nho-vao-doi-tap-3-dung-lai-bi-co-ha-ket-toi-post1467264.html,https://image.thanhnien.vn/150x100/Uploaded/2022/aobfwaa/2022_06_10/phim-89-5554.png,Lối nhỏ vào đời tập 3: Ông Thành không hài lòng về con trai; Dũng lại căng thẳng với cô giáo dạy thể dục; Bố Dũng dặn con trai đừng làm gì để xấu mặt.,giải trí,thanhnien.vn,10/6/2022 10:17
